1,0,583,336,680,497,1,-1,-1,-1
1,1,1086,741,1232,1003,1,-1,-1,-1
1,2,1024,532,1153,752,1,-1,-1,-1
1,3,1181,705,1350,926,1,-1,-1,-1
1,4,1461,755,1610,956,1,-1,-1,-1
1,5,1540,719,1654,917,1,-1,-1,-1
1,6,1642,890,1817,1075,1,-1,-1,-1
1,7,1211,609,1364,745,1,-1,-1,-1
1,8,1368,691,1448,814,1,-1,-1,-1
2,0,578,341,677,502,1,-1,-1,-1
2,1,1086,741,1232,1003,1,-1,-1,-1
2,2,1024,532,1153,752,1,-1,-1,-1
2,3,1181,705,1350,926,1,-1,-1,-1
2,4,1461,755,1610,956,1,-1,-1,-1
2,5,1540,719,1654,917,1,-1,-1,-1
2,6,1642,890,1817,1075,1,-1,-1,-1
2,7,1211,609,1364,745,1,-1,-1,-1
2,8,1368,691,1448,814,1,-1,-1,-1
3,0,578,340,678,500,1,-1,-1,-1
3,1,1086,741,1232,1003,1,-1,-1,-1
3,2,1024,532,1153,752,1,-1,-1,-1
3,3,1181,705,1350,926,1,-1,-1,-1
3,4,1461,755,1610,956,1,-1,-1,-1
3,5,1540,719,1654,917,1,-1,-1,-1
3,6,1642,890,1817,1075,1,-1,-1,-1
3,7,1211,609,1364,745,1,-1,-1,-1
3,8,1368,691,1448,814,1,-1,-1,-1
4,0,565,361,668,530,1,-1,-1,-1
4,1,1086,741,1232,1003,1,-1,-1,-1
4,2,1024,532,1153,752,1,-1,-1,-1
4,3,1181,705,1350,926,1,-1,-1,-1
4,4,1461,755,1610,956,1,-1,-1,-1
4,5,1540,719,1654,917,1,-1,-1,-1
4,6,1642,890,1817,1075,1,-1,-1,-1
4,7,1211,609,1364,745,1,-1,-1,-1
4,8,1368,691,1448,814,1,-1,-1,-1
5,0,564,360,668,529,1,-1,-1,-1
5,1,1086,741,1232,1003,1,-1,-1,-1
5,2,1024,532,1153,752,1,-1,-1,-1
5,3,1181,705,1350,926,1,-1,-1,-1
5,4,1461,755,1610,956,1,-1,-1,-1
5,5,1540,719,1654,917,1,-1,-1,-1
5,6,1642,890,1817,1075,1,-1,-1,-1
5,7,1211,609,1364,745,1,-1,-1,-1
5,8,1368,691,1448,814,1,-1,-1,-1
6,0,560,369,665,541,1,-1,-1,-1
6,1,1086,741,1232,1003,1,-1,-1,-1
6,2,1024,532,1153,752,1,-1,-1,-1
6,3,1181,705,1350,926,1,-1,-1,-1
6,4,1461,755,1610,956,1,-1,-1,-1
6,5,1540,719,1654,917,1,-1,-1,-1
6,6,1642,890,1817,1075,1,-1,-1,-1
6,7,1211,609,1364,745,1,-1,-1,-1
6,8,1368,691,1448,814,1,-1,-1,-1
7,0,560,367,665,539,1,-1,-1,-1
7,1,1086,741,1232,1003,1,-1,-1,-1
