1,0,115,858,529,1079,1,-1,-1,-1
1,1,1017,623,1135,819,1,-1,-1,-1
1,2,1569,537,1672,715,1,-1,-1,-1
1,3,989,365,1063,496,1,-1,-1,-1
1,4,731,267,802,399,1,-1,-1,-1
1,5,1835,644,1919,839,1,-1,-1,-1
1,6,1474,195,1533,294,1,-1,-1,-1
1,7,818,180,874,276,1,-1,-1,-1
1,8,879,259,943,371,1,-1,-1,-1
1,9,1783,315,1846,437,1,-1,-1,-1
2,0,127,834,531,1079,1,-1,-1,-1
2,1,1020,613,1138,811,1,-1,-1,-1
2,2,1569,524,1667,708,1,-1,-1,-1
2,9,1785,314,1843,442,1,-1,-1,-1
2,3,989,358,1060,490,1,-1,-1,-1
2,4,731,264,801,391,1,-1,-1,-1
2,5,1825,636,1918,825,1,-1,-1,-1
2,6,1471,192,1529,289,1,-1,-1,-1
2,7,818,181,875,273,1,-1,-1,-1
2,8,878,258,943,368,1,-1,-1,-1
3,0,135,820,536,1076,1,-1,-1,-1
3,1,1022,608,1141,805,1,-1,-1,-1
3,2,1567,518,1664,700,1,-1,-1,-1
3,3,990,356,1061,487,1,-1,-1,-1
3,9,1785,314,1843,442,1,-1,-1,-1
3,4,734,262,804,387,1,-1,-1,-1
3,5,1820,631,1916,817,1,-1,-1,-1
3,6,1472,191,1529,288,1,-1,-1,-1
3,7,820,180,876,272,1,-1,-1,-1
3,8,880,256,944,366,1,-1,-1,-1
4,9,1785,314,1843,442,1,-1,-1,-1
4,0,138,801,541,1077,1,-1,-1,-1
4,1,1023,604,1141,799,1,-1,-1,-1
4,2,1561,512,1658,693,1,-1,-1,-1
4,5,1811,625,1914,811,1,-1,-1,-1
4,6,1469,190,1519,287,1,-1,-1,-1
4,3,989,352,1053,482,1,-1,-1,-1
4,4,738,259,802,379,1,-1,-1,-1
4,7,823,179,875,271,1,-1,-1,-1
4,8,880,255,944,364,1,-1,-1,-1
5,9,1785,314,1843,442,1,-1,-1,-1
5,0,145,789,541,1079,1,-1,-1,-1
5,1,1023,598,1142,793,1,-1,-1,-1
5,2,1557,505,1654,684,1,-1,-1,-1
5,5,1803,620,1907,803,1,-1,-1,-1
5,6,1467,188,1516,286,1,-1,-1,-1
5,3,988,350,1052,479,1,-1,-1,-1
5,4,738,258,802,376,1,-1,-1,-1
5,7,822,178,875,269,1,-1,-1,-1
5,8,880,254,944,362,1,-1,-1,-1
6,9,1785,314,1843,442,1,-1,-1,-1
6,0,153,774,545,1079,1,-1,-1,-1
6,1,1026,593,1144,785,1,-1,-1,-1
